4.332367000000001411e+00 3.581603108108107136e+01 7.651647324324320820e+00 9.952902929104130020e-03 1.039834557043210067e-02
3.339000000000000301e-02 3.534013991891892204e+01 2.241047678378378194e+01 9.794117381879964904e-03 1.067938193720053587e-02
1.211965700000000012e+01 3.207739610810811115e+01 1.876941521621621334e+01 9.638142198323483220e-03 1.067938193720053587e-02
1.928113000000000188e+00 3.045526448648647744e+01 1.501774805405405644e+01 9.483572196600844120e-03 1.039834557043210067e-02
5.138239999999999696e+00 2.600803462162162205e+01 7.316355027027026559e+00 9.331812558545888453e-03 1.011730920366366547e-02
0.000000000000000000e+00 2.874285524324325181e+01 -2.909370459459458491e+00 9.182863284158617953e-03 9.274200103358359870e-03
0.000000000000000000e+00 2.850634578378378237e+01 -7.343851945945945481e+00 9.036724373439032620e-03 8.712127369821489470e-03
0.000000000000000000e+00 2.565192005405405240e+01 -3.244760027027027149e+00 8.891990644553288137e-03 9.274200103358359870e-03
0.000000000000000000e+00 2.783205640540541026e+01 -1.506150540540540372e-01 8.750067279335228820e-03 9.274200103358359870e-03
9.075523000000000451e+00 2.482725410810811084e+01 7.568101000000002188e+00 8.609549095951012088e-03 1.011730920366366547e-02
9.512361999999997764e+00 2.620071267567568185e+01 1.429989000000000132e+01 8.473246458068319636e-03 9.836272836895230270e-03
1.151841399999999993e+01 2.731084656756756246e+01 1.002824894594594340e+01 8.336943820185628920e-03 9.836272836895230270e-03
9.404854000000000269e+00 2.701145316216215875e+01 7.469196324324324010e+00 8.204856727804464220e-03 9.274200103358359870e-03
2.453690000000000038e-01 2.168179870270270371e+01 -2.536170108108108057e+00 8.074174817257142103e-03 8.993163736589924670e-03
1.035832200000000292e+01 2.508857610810811423e+01 -3.822638216216216023e+00 7.944898088543660836e-03 9.274200103358359870e-03
8.872607999999999606e+00 2.487584440540540598e+01 1.234333340540540291e+01 7.818431723497866470e-03 1.011730920366366547e-02
1.149564600000000070e+01 2.729007710810811105e+01 1.640848754054054126e+01 7.693370540285912086e-03 8.993163736589924670e-03
9.888417000000000456e+00 3.480801070270270259e+01 8.736190351351350358e+00 7.571119720741642869e-03 8.993163736589924670e-03
1.385953100000000404e+01 2.878205764864864591e+01 6.443344918918919362e+00 7.450274083031216237e-03 8.993163736589924670e-03
2.076201999999999881e+00 1.891343518918919386e+01 -4.759786891891891081e+00 7.330833627154631320e-03 8.431091003053054270e-03
0.000000000000000000e+00 2.474035432432432202e+01 -8.709952540540541577e+00 7.214203534945730703e-03 8.150054636284619070e-03
3.793760000000001131e+00 1.576117802702702697e+01 -1.009434348648648339e+01 7.100383806404514386e-03 8.150054636284619070e-03
3.231563000000000407e+00 2.567248716216215954e+01 6.435854324324321585e-01 6.986564077863298070e-03 9.836272836895230270e-03
3.020622000000000362e+00 3.328319027027026067e+01 2.931878432432431847e+00 6.875554712989766053e-03 9.555236470126795070e-03
5.596686999999998413e+00 2.405947329729730200e+01 7.114629081081082163e+00 6.765950529950075752e-03 9.836272836895230270e-03
0.000000000000000000e+00 3.575633221621622226e+01 3.314309378378378135e+00 6.657751528744228903e-03 1.011730920366366547e-02
0.000000000000000000e+00 3.513913148648648388e+01 4.991682567567566231e+00 6.552362891206065486e-03 9.836272836895230270e-03
0.000000000000000000e+00 3.572474740540540239e+01 2.618318054054053601e+00 6.448379435501744653e-03 9.836272836895230270e-03
0.000000000000000000e+00 3.795416400000001289e+01 2.682011324324324875e+00 6.345801161631265536e-03 9.836272836895230270e-03
0.000000000000000000e+00 2.933034291891890888e+01 4.939851999999999244e+00 6.244628069594629002e-03 1.011730920366366547e-02
6.628060000000000507e+00 2.616256875675674820e+01 1.172935540540540611e+00 6.144860159391834185e-03 1.011730920366366547e-02
0.000000000000000000e+00 3.107978043243243604e+01 -3.006410567567566972e+00 6.047902612856724536e-03 9.836272836895230270e-03
6.403222999999999665e+00 2.563103954054054867e+01 1.840340999999999338e+00 5.950945066321614886e-03 9.836272836895230270e-03
5.028674000000000532e+00 3.464512545945946442e+01 1.056482105405405569e+01 5.856797883454188669e-03 9.836272836895230270e-03
0.000000000000000000e+00 3.161045402702702489e+01 1.455003505405405839e+01 5.764055882420605036e-03 9.274200103358359870e-03
4.903197999999997947e+00 2.943803548648648416e+01 1.447561608108108189e+01 5.672719063220863119e-03 8.852645553205707937e-03
0.000000000000000000e+00 3.795897764864864854e+01 8.612005324324323752e+00 5.581382244021122069e-03 8.852645553205707937e-03
7.401909999999999989e+00 3.111065640540540400e+01 1.531816581081080919e+01 5.492855788489065319e-03 8.993163736589924670e-03
1.042965999999999838e+01 2.685990967567567012e+01 1.064430316216216355e+01 5.405734514790850286e-03 8.993163736589924670e-03
8.827065999999996748e+00 2.868473516216215913e+01 4.975177162162162325e+00 5.320018422926476968e-03 9.133681919974143137e-03
0.000000000000000000e+00 2.850127459459459089e+01 -3.516235459459458923e+00 5.235707512895946235e-03 8.852645553205707937e-03
0.000000000000000000e+00 2.133550929729729972e+01 -6.088872945945946746e+00 5.152801784699258952e-03 8.852645553205707937e-03
0.000000000000000000e+00 2.819994759459459033e+01 -4.039127783783783343e+00 5.071301238336412519e-03 9.414718286742578338e-03
9.539710000000001244e-01 3.489825827027026861e+01 -1.047462324324324179e+00 4.989800691973566085e-03 9.414718286742578338e-03
0.000000000000000000e+00 3.315643272972972966e+01 1.083915310810810340e+01 4.911110509278404819e-03 9.133681919974143137e-03
5.583195999999999160e+00 3.228856624324323832e+01 1.419192935135135514e+01 4.833825508417084402e-03 9.133681919974143137e-03
5.545727000000001183e+00 3.268215518918919571e+01 1.012557575675675636e+01 4.756540507555764852e-03 8.993163736589924670e-03
0.000000000000000000e+00 3.309057005405404794e+01 7.322478621621620221e+00 4.680660688528287885e-03 8.712127369821489470e-03
0.000000000000000000e+00 2.875575845945945730e+01 4.871061243243243410e+00 4.607591233168494352e-03 8.571609186437272737e-03
0.000000000000000000e+00 2.804659797297297885e+01 -2.355066027027026720e+00 4.534521777808701685e-03 8.431091003053054270e-03
0.000000000000000000e+00 3.447814145945945796e+01 -1.970250378378378464e+00 4.462857504282750735e-03 8.571609186437272737e-03
0.000000000000000000e+00 3.497802405405406034e+01 2.077366432432432575e+00 4.391193230756798918e-03 8.852645553205707937e-03
